JointMotion, 2200,1500,-310,180,0.0,0.0,0,3,0
LinearMotion, 2200,1450,-310,180,0.0,0.0,0,168.654,100 
LinearMotion, 2200,1400,-310,180,0.0,0.0,0,172.94,100 
LinearMotion, 2200,1350,-310,180,0.0,0.0,0,179.017,100 
LinearMotion, 2200,1300,-310,180,0.0,0.0,0,179.35,100 
LinearMotion, 2200,1250,-310,180,0.0,0.0,0,166.071,100 
LinearMotion, 2200,1200,-310,180,0.0,0.0,0,144.518,100 
LinearMotion, 2200,1150,-310,180,0.0,0.0,0,126.554,100 
LinearMotion, 2200,1100,-310,180,0.0,0.0,0,125.863,100 
LinearMotion, 2250,1100,-310,180,0.0,0.0,0,118.319,100 
LinearMotion, 2250,1150,-310,180,0.0,0.0,0,113.443,100 
LinearMotion, 2250,1200,-310,180,0.0,0.0,0,132.381,100 
LinearMotion, 2250,1250,-310,180,0.0,0.0,0,158.222,100 
LinearMotion, 2250,1300,-310,180,0.0,0.0,0,177.588,100 
LinearMotion, 2250,1350,-310,180,0.0,0.0,0,182.165,100 
LinearMotion, 2250,1400,-310,180,0.0,0.0,0,177.776,100 
LinearMotion, 2250,1450,-310,180,0.0,0.0,0,172.726,100 
LinearMotion, 2250,1500,-310,180,0.0,0.0,0,175.072,100 
LinearMotion, 2300,1500,-310,180,0.0,0.0,0,176.842,100 
LinearMotion, 2300,1450,-310,180,0.0,0.0,0,177.303,100 
LinearMotion, 2300,1400,-310,180,0.0,0.0,0,182.274,100 
LinearMotion, 2300,1350,-310,180,0.0,0.0,0,184.057,100 
LinearMotion, 2300,1300,-310,180,0.0,0.0,0,173.397,100 
LinearMotion, 2300,1250,-310,180,0.0,0.0,0,147.729,100 
LinearMotion, 2300,1200,-310,180,0.0,0.0,0,118.287,100 
LinearMotion, 2300,1150,-310,180,0.0,0.0,0,100.098,100 
LinearMotion, 2300,1100,-310,180,0.0,0.0,0,112.244,100 
LinearMotion, 2350,1100,-310,180,0.0,0.0,0,107.635,100 
LinearMotion, 2350,1150,-310,180,0.0,0.0,0,87.4551,100 
LinearMotion, 2350,1200,-310,180,0.0,0.0,0,102.447,100 
LinearMotion, 2350,1250,-310,180,0.0,0.0,0,134.703,100 
LinearMotion, 2350,1300,-310,180,0.0,0.0,0,166.591,100 
LinearMotion, 2350,1350,-310,180,0.0,0.0,0,184.238,100 
LinearMotion, 2350,1400,-310,180,0.0,0.0,0,186.108,100 
LinearMotion, 2350,1450,-310,180,0.0,0.0,0,182.026,100 
LinearMotion, 2350,1500,-310,180,0.0,0.0,0,179.8,100 
LinearMotion, 2400,1500,-310,180,0.0,0.0,0,183.54,100 
LinearMotion, 2400,1450,-310,180,0.0,0.0,0,186.621,100 
