JointMotion, 2980,-150,-380,180,0.0,0.0,0,3,0
LinearMotion, 2980,-200,-380,180,0.0,0.0,0,168.654,100 
LinearMotion, 2980,-250,-380,180,0.0,0.0,0,172.94,100 
LinearMotion, 2980,-300,-380,180,0.0,0.0,0,179.017,100 
LinearMotion, 2980,-350,-380,180,0.0,0.0,0,179.35,100 
LinearMotion, 2980,-400,-380,180,0.0,0.0,0,166.071,100 
LinearMotion, 2980,-450,-380,180,0.0,0.0,0,144.518,100 
LinearMotion, 2980,-500,-380,180,0.0,0.0,0,126.554,100 
LinearMotion, 2980,-550,-380,180,0.0,0.0,0,125.863,100 
LinearMotion, 2980,-550,-330,180,0.0,0.0,0,118.319,100 
LinearMotion, 2980,-500,-330,180,0.0,0.0,0,113.443,100 
LinearMotion, 2980,-450,-330,180,0.0,0.0,0,132.381,100 
LinearMotion, 2980,-400,-330,180,0.0,0.0,0,158.222,100 
LinearMotion, 2980,-350,-330,180,0.0,0.0,0,177.588,100 
LinearMotion, 2980,-300,-330,180,0.0,0.0,0,182.165,100 
LinearMotion, 2980,-250,-330,180,0.0,0.0,0,177.776,100 
LinearMotion, 2980,-200,-330,180,0.0,0.0,0,172.725,100 
LinearMotion, 2980,-150,-330,180,0.0,0.0,0,175.072,100 
LinearMotion, 2980,-150,-280,180,0.0,0.0,0,176.842,100 
LinearMotion, 2980,-200,-280,180,0.0,0.0,0,177.303,100 
LinearMotion, 2980,-250,-280,180,0.0,0.0,0,182.274,100 
LinearMotion, 2980,-300,-280,180,0.0,0.0,0,184.057,100 
LinearMotion, 2980,-350,-280,180,0.0,0.0,0,173.397,100 
LinearMotion, 2980,-400,-280,180,0.0,0.0,0,147.729,100 
LinearMotion, 2980,-450,-280,180,0.0,0.0,0,118.287,100 
LinearMotion, 2980,-500,-280,180,0.0,0.0,0,100.098,100 
LinearMotion, 2980,-550,-280,180,0.0,0.0,0,112.244,100 
LinearMotion, 2980,-550,-230,180,0.0,0.0,0,107.635,100 
LinearMotion, 2980,-500,-230,180,0.0,0.0,0,87.4552,100 
LinearMotion, 2980,-450,-230,180,0.0,0.0,0,102.447,100 
LinearMotion, 2980,-400,-230,180,0.0,0.0,0,134.703,100 
LinearMotion, 2980,-350,-230,180,0.0,0.0,0,166.591,100 
LinearMotion, 2980,-300,-230,180,0.0,0.0,0,184.238,100 
LinearMotion, 2980,-250,-230,180,0.0,0.0,0,186.108,100 
LinearMotion, 2980,-200,-230,180,0.0,0.0,0,182.027,100 
LinearMotion, 2980,-150,-230,180,0.0,0.0,0,179.8,100 
LinearMotion, 2980,-150,-180,180,0.0,0.0,0,183.539,100 
LinearMotion, 2980,-200,-180,180,0.0,0.0,0,186.621,100 
LinearMotion, 2980,-250,-180,180,0.0,0.0,0,188.99,100 
LinearMotion, 2980,-300,-180,180,0.0,0.0,0,182.212,100 
LinearMotion, 2980,-350,-180,180,0.0,0.0,0,156.917,100 
LinearMotion, 2980,-400,-180,180,0.0,0.0,0,119.158,100 
LinearMotion, 2980,-450,-180,180,0.0,0.0,0,85.426,100 
LinearMotion, 2980,-500,-180,180,0.0,0.0,0,76.514,100 
LinearMotion, 2980,-550,-180,180,0.0,0.0,0,104.527,100 
LinearMotion, 2980,-550,-130,180,0.0,0.0,0,102.705,100 
LinearMotion, 2980,-500,-130,180,0.0,0.0,0,67.653,100 
LinearMotion, 2980,-450,-130,180,0.0,0.0,0,67.8938,100 
LinearMotion, 2980,-400,-130,180,0.0,0.0,0,101.255,100 
LinearMotion, 2980,-350,-130,180,0.0,0.0,0,144.216,100 
LinearMotion, 2980,-300,-130,180,0.0,0.0,0,177.394,100 
LinearMotion, 2980,-250,-130,180,0.0,0.0,0,190.58,100 
LinearMotion, 2980,-200,-130,180,0.0,0.0,0,190.801,100 
LinearMotion, 2980,-150,-130,180,0.0,0.0,0,187.74,100 
LinearMotion, 2980,-150,-80,180,0.0,0.0,0,192.082,100 
LinearMotion, 2980,-200,-80,180,0.0,0.0,0,194.28,100 
LinearMotion, 2980,-250,-80,180,0.0,0.0,0,190.453,100 
LinearMotion, 2980,-300,-80,180,0.0,0.0,0,169.662,100 
LinearMotion, 2980,-350,-80,180,0.0,0.0,0,128.411,100 
LinearMotion, 2980,-400,-80,180,0.0,0.0,0,81.2431,100 
LinearMotion, 2980,-450,-80,180,0.0,0.0,0,51.3585,100 
LinearMotion, 2980,-500,-80,180,0.0,0.0,0,60.5789,100 
LinearMotion, 2980,-550,-80,180,0.0,0.0,0,101.834,100 
LinearMotion, 2980,-550,-30,180,0.0,0.0,0,101.711,100 
LinearMotion, 2980,-500,-30,180,0.0,0.0,0,55.2261,100 
LinearMotion, 2980,-450,-30,180,0.0,0.0,0,36.8542,100 
LinearMotion, 2980,-400,-30,180,0.0,0.0,0,59.9052,100 
LinearMotion, 2980,-350,-30,180,0.0,0.0,0,109.54,100 
LinearMotion, 2980,-300,-30,180,0.0,0.0,0,158.638,100 
LinearMotion, 2980,-250,-30,180,0.0,0.0,0,188.22,100 
LinearMotion, 2980,-200,-30,180,0.0,0.0,0,196.801,100 
LinearMotion, 2980,-150,-30,180,0.0,0.0,0,196.262,100 
LinearMotion, 2980,-150,20,180,0.0,0.0,0,200,100 
